Stadt;Fläche km2;Einwohner;PLZ;Längengrad;Breitengrad;Bundesland
Ziertheim;20.81;1054;89446;10,39664;48,654111;Bayern
Blindheim;26.4;1779;89434;10,618163;48,631656;Bayern
Höchstädt a.d.Donau;37.45;6860;89420;10,567234;48,611681;Bayern
Lutzingen;24.97;987;89440;10,544484;48,646718;Bayern
Finningen;27.82;1733;89435;10,497394;48,656942;Bayern
Schwenningen;25.05;1440;89443;10,65185;48,655503;Bayern
Binswangen;11.91;1374;86637;10,640403;48,557831;Bayern
Laugna;27.58;1610;86502;10,695387;48,529665;Bayern
Villenbach;17.8;1315;86637;10,615175;48,509484;Bayern
Wertingen;51.88;9415;86637;10,682594;48,561872;Bayern
Zusamaltheim;17.93;1253;86637;10,635449;48,530034;Bayern
Aislingen;19.35;1314;89344;10,455887;48,506631;Bayern
Glött;10.99;1121;89353;10,484402;48,499951;Bayern
Holzheim;40.86;3680;89438;10,529584;48,513757;Bayern
Ursberg;25.4;3280;86513;10,444326;48,265505;Bayern
Bibertal;27.3;4966;89346;10,18502;48,417306;Bayern
Burgau;25.92;10278;89331;10,406193;48,431944;Bayern
Burtenbach;37.64;3462;89349;10,448229;48,339553;Bayern
Günzburg;55.4;21233;89312;10,281413;48,45447;Bayern
Jettingen-Scheppach;54.12;7207;89343;10,436027;48,389117;Bayern
Kammeltal;41.72;3337;89358;10,364935;48,372717;Bayern
Krumbach (Schwaben);44.64;13610;86381;10,360594;48,242164;Bayern
Leipheim;32.16;7386;89340;10,223257;48,448055;Bayern
Neuburg a.d.Kammel;37.9;3142;86476;10,360202;48,304251;Bayern
Gundremmingen;10.84;1349;89355;10,404234;48,501014;Bayern
Offingen;14.91;4255;89362;10,361991;48,482447;Bayern
Rettenbach;12.74;1708;89364;10,352678;48,458365;Bayern
Dürrlauingen;12.34;1650;89350;10,433134;48,466745;Bayern
Haldenwang;17.99;2064;89356;10,449315;48,437474;Bayern
Landensberg;7.94;699;89361;10,5234;48,43447;Bayern
Röfingen;6.62;1165;89365;10,444424;48,424444;Bayern
Winterbach;14.83;745;89368;10,488332;48,464226;Bayern
Bubesheim;7.76;1554;89347;10,253443;48,43348;Bayern
Kötz;20.53;3296;89359;10,273333;48,407043;Bayern
Ellzee;14.77;1236;89352;10,318667;48,337528;Bayern
Ichenhausen;34.27;9329;89335;10,305508;48,372441;Bayern
Waldstetten;11.13;1242;89332;10,291038;48,348836;Bayern
Aletshausen;17.65;1202;86480;10,389531;48,1998;Bayern
Breitenthal;13.27;1230;86488;10,297763;48,23717;Bayern
Deisenhausen;11.67;1474;86489;10,324676;48,256156;Bayern
Ebershausen;9.09;607;86491;10,313389;48,204561;Bayern
Wiesenbach;11.48;1003;86519;10,313066;48,303642;Bayern
Waltenhausen;13.43;746;86480;10,363351;48,189497;Bayern
Balzhausen;14.63;1185;86483;10,493311;48,242055;Bayern
Münsterhausen;18.47;2009;86505;10,455458;48,308592;Bayern
Thannhausen;20.03;6390;86470;10,470124;48,282534;Bayern
Aichen;17.62;1165;86479;10,53914;48,227088;Bayern
Ziemetshausen;42.95;3232;86473;10,532308;48,293618;Bayern
Bellenberg;5.12;4583;89287;10,093865;48,25525;Bayern
Illertissen;36.39;17843;89257;10,10286;48,222701;Bayern
Nersingen;24.28;9464;89278;10,123851;48,428565;Bayern
Neu-Ulm;80.95;59814;89210;9,998683;48,392999;Bayern
Elchingen;24.88;9533;89270;10,051368;48,437492;Bayern
Roggenburg;27.43;2794;89297;10,230854;48,278334;Bayern
Senden;25.21;22625;89250;10,04419;48,323834;Bayern
Vöhringen;23.69;13800;89269;10,076052;48,277272;Bayern
Weißenhorn;53.72;13743;89264;10,160072;48,304461;Bayern
Holzheim;7.6;1973;89291;10,10655;48,379539;Bayern
Pfaffenhofen a.d.Roth;42.68;7301;89284;10,160693;48,354606;Bayern
Altenstadt;31.3;5163;89281;10,11339;48,159753;Bayern
Kellmünz a.d.Iller;8.52;1483;89293;10,129397;48,123643;Bayern
Osterberg;13.79;928;89296;10,170488;48,147788;Bayern
Buch;40.06;4151;89290;10,178679;48,222374;Bayern
Oberroth;9.94;993;89294;10,19101;48,173533;Bayern
Unterroth;15.39;1139;89299;10,169778;48,196151;Bayern
Bodolz;3.03;3038;88131;9,661948;47,571583;Bayern
Heimenkirch;21.24;3546;88178;9,903797;47,630373;Bayern
Lindau (Bodensee);33.06;25547;88131;9,684376;47,546458;Bayern
Lindenberg i.Allgäu;11.84;11585;88161;9,885042;47,602267;Bayern
Nonnenhorn;1.97;1791;88149;9,608645;47,576263;Bayern
Opfenbach;16.77;2368;88145;9,833368;47,627061;Bayern
Scheidegg;27.36;4303;88175;9,848308;47,581684;Bayern
Wasserburg (Bodensee);6.33;3880;88142;9,638482;47,570249;Bayern
Weiler-Simmerberg;31.31;6361;88171;9,916736;47,582302;Bayern
Hergatz;18.79;2495;88145;9,829729;47,649596;Bayern
Hergensweiler;12.09;1914;88138;9,777567;47,610295;Bayern
Sigmarszell;16;2926;88138;9,763071;47,588967;Bayern
Weißensberg;7.84;2638;88138;9,721621;47,579215;Bayern
Gestratz;15.32;1294;88167;9,98642;47,647887;Bayern
Grünenbach;25.1;1537;88167;10,008945;47,628654;Bayern
Maierhöfen;17.93;1576;88167;10,050338;47,65296;Bayern
Röthenbach (Allgäu);14.94;1935;88167;9,973255;47,622897;Bayern
Oberreute;13.48;1691;88179;9,944133;47,564533;Bayern
Stiefenhofen;28.98;1905;88167;10,003327;47,592899;Bayern
Füssen;43.48;15800;87629;10,70045;47,569686;Bayern
Germaringen;22.88;3972;87656;10,667839;47,921672;Bayern
Lechbruck am See;17.23;2782;86983;10,795091;47,701215;Bayern
Marktoberdorf;95.15;18769;87616;10,618465;47,779483;Bayern
Mauerstetten;16.57;3200;87665;10,669985;47,892332;Bayern
Nesselwang;29.54;3846;87484;10,500066;47,621926;Bayern
Pfronten;62.22;8341;87459;10,557878;47,581473;Bayern
Ronsberg;16.52;1684;87671;10,412979;47,898111;Bayern
Schwangau;76;3325;87645;10,736935;47,576893;Bayern
Halblech;125.42;3523;87642;10,820668;47,629783;Bayern
Buchloe;36.18;13668;86807;10,723757;48,035957;Bayern
Jengen;33.74;2563;86860;10,725372;47,999749;Bayern
Lamerdingen;34.25;2183;86862;10,740889;48,092526;Bayern
Waal;27.95;2369;86875;10,776097;47,996127;Bayern
Irsee;17.44;1540;87660;10,57232;47,908097;Bayern
Pforzen;23.69;2364;87666;10,6129;47,929763;Bayern
Rieden;8.41;1357;87668;10,646483;47,953885;Bayern
Kaltental;22.15;1734;87662;10,753276;47,909688;Bayern
Oberostendorf;21.04;1522;86869;10,741766;47,942458;Bayern
Osterzell;10.8;727;87662;10,743709;47,878055;Bayern
Stöttwang;19.8;1924;87677;10,715039;47,890527;Bayern
Westendorf;11.93;1853;87679;10,713095;47,932307;Bayern
Aitrang;30.73;2053;87648;10,534541;47,817575;Bayern
Biessenhofen;27;4219;87640;10,639856;47,833183;Bayern
Bidingen;36.31;1822;87651;10,726827;47,829747;Bayern
Ruderatshofen;33.52;1752;87674;10,589056;47,81891;Bayern
Baisweil;26.3;1295;87650;10,541831;47,943787;Bayern
Eggenthal;28.04;1406;87653;10,511897;47,914934;Bayern
Friesenried;22.26;1565;87654;10,533666;47,875252;Bayern
Günzach;23.47;1419;87634;10,435285;47,823449;Bayern
Obergünzburg;46.69;6414;87634;10,419253;47,845843;Bayern
Untrasried;25.75;1636;87496;10,379496;47,828095;Bayern
Görisried;23.14;1338;87657;10,506919;47,706839;Bayern
Kraftisried;16.24;908;87647;10,469881;47,779165;Bayern
Unterthingau;45.28;2873;87647;10,506239;47,771521;Bayern
Eisenberg;13.58;1216;87637;10,604366;47,612055;Bayern
Hopferau;13.15;1251;87659;10,633921;47,612561;Bayern
Lengenwang;19.61;1512;87663;10,602972;47,698667;Bayern
Rückholz;17.22;936;87494;10,539754;47,658218;Bayern
Seeg;50.04;2963;87637;10,608685;47,654554;Bayern
Wald;17.94;1174;87616;10,557986;47,722897;Bayern
Rieden am Forggensee;13.16;1363;87669;10,71286;47,616803;Bayern
Roßhaupten;39.01;2228;87672;10,718053;47,652601;Bayern
Stötten a.Auerberg;40.73;1927;87675;10,688702;47,737011;Bayern
Rettenbach a.Auerberg;12.88;920;87675;10,749235;47,773654;Bayern
Bad Wörishofen;57.79;16648;86825;10,592777;48,002989;Bayern
Buxheim;10.23;3268;87740;10,134546;47,998886;Bayern
Ettringen;41.5;3486;86833;10,652382;48,104011;Bayern
Markt Rettenbach;51.41;3894;87733;10,394846;47,947929;Bayern
Markt Wald;30.84;2177;86865;10,581081;48,137261;Bayern
Mindelheim;56.42;15364;87719;10,491139;48,047279;Bayern
Sontheim;26.52;2756;87776;10,352914;48,008522;Bayern
Tussenhausen;41.75;3112;86874;10,561265;48,102383;Bayern
Böhen;20.55;800;87736;10,300894;47,881258;Bayern
Hawangen;14.53;1307;87749;10,26318;47,971213;Bayern
Ottobeuren;55.98;8594;87724;10,300871;47,941672;Bayern
Babenhausen;27.23;5712;87727;10,253448;48,143052;Bayern
Egg a.d.Günz;20.71;1254;87743;10,283864;48,086384;Bayern
Kirchhaslach;31.99;1346;87725;10,309701;48,149798;Bayern
Oberschönegg;18.28;999;87770;10,299785;48,107199;Bayern
Winterrieden;9.79;944;87785;10,224421;48,121675;Bayern
Kettershausen;26.69;1846;86498;10,261922;48,182167;Bayern
Breitenbrunn;41.89;2361;87739;10,40141;48,137046;Bayern
Oberrieden;20.8;1222;87769;10,427632;48,086861;Bayern
Pfaffenhausen;21.14;2645;87772;10,457079;48,120469;Bayern
Salgen;23.29;1469;87775;10,478717;48,129483;Bayern
Eppishausen;39.45;1934;87745;10,518989;48,167869;Bayern
Kirchheim i.Schw.;31.95;2748;87757;10,474075;48,172874;Bayern
Boos;17.59;2135;87737;10,194234;48,074953;Bayern
Fellheim;5.07;1145;87748;10,151743;48,072741;Bayern
Heimertingen;13.84;1917;87751;10,154832;48,038173;Bayern
Niederrieden;13.89;1513;87767;10,188971;48,057656;Bayern
Pleß;15.39;902;87773;10,150899;48,093359;Bayern
Erkheim;32.16;3214;87746;10,335028;48,03756;Bayern
Lauben;18.4;1373;87761;10,288982;48,060002;Bayern
Kammlach;26.72;1835;87754;10,419999;48,045102;Bayern
Westerheim;21.16;2270;87784;10,304083;48,01194;Bayern
Amberg;11.01;1502;86854;10,680351;48,06153;Bayern
Türkheim;31.56;7340;86842;10,639923;48,05981;Bayern
Rammingen;19.26;1592;86871;10,580658;48,070394;Bayern
Wiedergeltingen;11.55;1466;86879;10,673163;48,039749;Bayern
Benningen;11.17;2109;87734;10,211963;47,967567;Bayern
Holzgünz;12.08;1392;87752;10,258484;48,02553;Bayern
Lachen;13.31;1688;87760;10,238632;47,945918;Bayern
Memmingerberg;6.08;3206;87766;10,208405;47,987719;Bayern
Trunkelsberg;1.94;1693;87779;10,21907;48,002901;Bayern
Ungerhausen;7.02;1124;87781;10,266633;48,005224;Bayern
Apfeltrach;15.01;979;87742;10,494802;48,020061;Bayern
Dirlewang;23.25;2217;87742;10,505072;48,002688;Bayern
Stetten;15.7;1446;87778;10,442548;48,023937;Bayern
Unteregg;23.69;1403;87782;10,466101;47,963267;Bayern
Kronburg;20.26;1802;87758;10,156359;47,90474;Bayern
Lautrach;8.07;1262;87763;10,115516;47,897235;Bayern
Legau;36.38;3366;87764;10,129067;47,85645;Bayern
Bad Grönenbach;41.99;5725;87730;10,221332;47,875068;Bayern
Wolfertschwenden;14.48;2061;87787;10,262371;47,894552;Bayern
Woringen;17.53;2213;87789;10,200981;47,923644;Bayern
Asbach-Bäumenheim;11.9;4772;86663;10,818019;48,682934;Bayern
Donauwörth;77.04;19640;86609;10,777945;48,719139;Bayern
Fremdingen;50.08;2102;86742;10,455724;48,97034;Bayern
Harburg (Schwaben);73.16;5574;86655;10,692591;48,786821;Bayern
Kaisheim;41.73;3901;86687;10,79681;48,768255;Bayern
Marxheim;46.58;2648;86688;10,946638;48,741629;Bayern
Mertingen;38.41;4030;86690;10,807913;48,657172;Bayern
Möttingen;31.84;2655;86753;10,591308;48,809073;Bayern
Nördlingen;68.09;20644;86720;10,49277;48,847442;Bayern
Oberndorf a.Lech;19.37;2638;86698;10,867317;48,672063;Bayern
Rain;77.13;9042;86641;10,921054;48,690496;Bayern
Tapfheim;44.45;3959;86660;10,679235;48,671087;Bayern
Maihingen;14.18;1194;86747;10,502083;48,927633;Bayern
Marktoffingen;13.59;1330;86748;10,468622;48,923783;Bayern
Wallerstein;19.44;3432;86757;10,47642;48,884922;Bayern
Auhausen;15.55;1006;86729;10,621651;49,008065;Bayern
Ehingen a.Ries;15.64;767;86741;10,554899;48,965136;Bayern
Hainsfarth;17.54;1434;86744;10,623252;48,959308;Bayern
Megesheim;12.54;837;86750;10,649913;48,938941;Bayern
Munningen;22.76;1732;86754;10,602907;48,921702;Bayern
Oettingen i.Bay.;34.22;5284;86732;10,605363;48,955274;Bayern
Alerheim;23.37;1673;86733;10,616329;48,84666;Bayern
Amerdingen;19.11;856;86735;10,486326;48,725457;Bayern
Deiningen;15.33;1817;86738;10,570377;48,863193;Bayern
Ederheim;16.57;1102;86739;10,469864;48,808833;Bayern
Forheim;23.26;553;86735;10,448158;48,758933;Bayern
Hohenaltheim;17.78;596;86720;10,534662;48,78423;Bayern
Mönchsdeggingen;32.05;1413;86751;10,57975;48,774266;Bayern
Reimlingen;9.53;1335;86756;10,51656;48,817302;Bayern
Wechingen;24.03;1443;86759;10,614636;48,892784;Bayern
Fünfstetten;26.71;1328;86681;10,76439;48,832623;Bayern
Huisheim;22.77;1662;86685;10,704435;48,823186;Bayern
Otting;13.39;789;86700;10,798237;48,872038;Bayern
Wemding;31.6;5771;86650;10,724374;48,872377;Bayern
Wolferstadt;30.67;1087;86709;10,780292;48,902579;Bayern
Buchdorf;16.66;1915;86675;10,824739;48,78494;Bayern
Daiting;25.46;789;86653;10,904183;48,791856;Bayern
Monheim;69.33;5341;86653;10,855355;48,841433;Bayern
Rögling;10.74;645;86703;10,94659;48,847454;Bayern
Tagmersheim;15.94;1128;86704;10,974232;48,824459;Bayern
Genderkingen;11.67;1253;86682;10,879082;48,707762;Bayern
Holzheim;20.29;1185;86684;10,949824;48,612696;Bayern
Münster;17.72;1194;86692;10,906217;48,623205;Bayern
Niederschönenfeld;14.34;1490;86694;10,932959;48,721745;Bayern
Altusried;91.68;10361;87452;10,215024;47,803647;Bayern
Betzigau;29.27;2974;87488;10,380666;47,736057;Bayern
Blaichach;50.11;5744;87544;10,257416;47,542493;Bayern
Buchenberg;58.17;4212;87474;10,239748;47,695984;Bayern
Burgberg i.Allgäu;15.95;3282;87545;10,285671;47,538563;Bayern
Dietmannsried;53.68;8388;87463;10,288985;47,808713;Bayern
Durach;20.73;7309;87471;10,344273;47,697468;Bayern
Haldenwang;26.69;3843;87490;10,346413;47,80179;Bayern
Bad Hindelang;137.12;5255;87541;10,370607;47,506738;Bayern
Immenstadt i.Allgäu;81.44;14315;87509;10,218869;47,560431;Bayern
Lauben;8.41;3517;87493;10,297132;47,780476;Bayern
Oy-Mittelberg;60.17;4628;87466;10,452462;47,64607;Bayern
Oberstaufen;125.95;7814;87534;10,021839;47,554303;Bayern
Oberstdorf;229.91;9649;87561;10,276053;47,408447;Bayern
Rettenberg;60.15;4521;87549;10,290746;47,575009;Bayern
Sonthofen;46.55;21589;87527;10,281195;47,51239;Bayern
Sulzberg;40.99;5058;87477;10,349761;47,661163;Bayern
Waltenhofen;59.75;9759;87448;10,30443;47,670993;Bayern
Wertach;45.65;2657;87497;10,410242;47,60257;Bayern
Wiggensbach;31.81;5056;87487;10,231536;47,745013;Bayern
Wildpoldsried;21.36;2580;87499;10,402917;47,768108;Bayern
Balderschwang;41.74;387;87538;10,103847;47,465751;Bayern
Bolsterlang;20.37;1140;87538;10,232296;47,461085;Bayern
Fischen i.Allgäu;13.57;3229;87538;10,270591;47,459403;Bayern
Obermaiselstein;25.01;1011;87538;10,239691;47,449379;Bayern
Ofterschwang;19.56;2082;87527;10,237983;47,495843;Bayern
Missen-Wilhams;34.95;1482;87547;10,12767;47,597616;Bayern
Weitnau;65.19;5360;87480;10,126481;47,640846;Bayern
Saarbrücken;167.52;179634;66111;6,995542;49,236608;Saarland
Friedrichsthal;8.99;9955;66299;7,09686;49,32234;Saarland
Großrosseln;25.26;7953;66352;6,839853;49,205999;Saarland
Heusweiler;40.01;17998;66265;6,928681;49,338578;Saarland
Kleinblittersdorf;27.19;10707;66271;7,039191;49,156787;Saarland
Püttlingen;23.95;18269;66346;6,884983;49,287743;Saarland
Quierschied;20.21;12816;66287;7,053288;49,324795;Saarland
Riegelsberg;14.65;14268;66292;6,945007;49,304923;Saarland
Sulzbach/ Saar;16.07;16256;66280;7,060058;49,29895;Saarland
Völklingen;67.1;39428;66333;6,85431;49,249592;Saarland
Beckingen;51.85;14923;66701;6,69679;49,394177;Saarland
Losheim am See;96.95;15983;66679;6,743149;49,509713;Saarland
Merzig;108.98;29609;66663;6,64256;49,44354;Saarland
Mettlach;77.82;12044;66693;6,600077;49,493948;Saarland
Perl;75.24;8872;66706;6,386208;49,473406;Saarland
Wadern;111.14;15697;66687;6,890001;49,53951;Saarland
Weiskirchen;33.65;6298;66709;6,820098;49,556125;Saarland
Eppelborn;47.25;16465;66571;6,967465;49,406885;Saarland
Illingen;36.09;15982;66557;7,051397;49,377607;Saarland
Merchweiler;12.8;9672;66589;7,058254;49,358969;Saarland
Neunkirchen;75.26;46098;66538;7,178148;49,345482;Saarland
Ottweiler;45.56;14395;66564;7,16207;49,402493;Saarland
Schiffweiler;21.42;15552;66578;7,129121;49,371056;Saarland
Spiesen-Elversberg;11.42;12683;66583;7,152489;49,315412;Saarland
Dillingen/ Saar;22.05;19668;66763;6,726833;49,351599;Saarland
Lebach;64.21;18694;66822;6,912464;49,410528;Saarland
Nalbach;22.43;9079;66809;6,788315;49,379009;Saarland
Rehlingen-Siersburg;61.24;14343;66780;6,680221;49,376129;Saarland
Saarlouis;43.3;34445;66740;6,75122;49,31506;Saarland
Saarwellingen;41.67;13177;66793;6,806558;49,353678;Saarland
Schmelz;58.62;16136;66839;6,85793;49,440709;Saarland
Schwalbach;27.37;17126;66773;6,815906;49,303926;Saarland
Überherrn;34.31;11393;66802;6,698331;49,242344;Saarland
Wadgassen;25.91;16900;66787;6,805318;49,261607;Saarland
Wallerfangen;42.22;9220;66798;6,716472;49,329587;Saarland
Bous;7.63;6978;66359;6,801916;49,276851;Saarland
Ensdorf;8.39;6502;66806;6,778554;49,304964;Saarland
Bexbach;31.09;17482;66450;7,257578;49,347836;Saarland
Blieskastel;108.21;20153;66440;7,252923;49,23727;Saarland
Gersheim;57.37;6292;66453;7,204325;49,149071;Saarland
Homburg;82.61;41612;66424;7,340244;49,3237;Saarland
Kirkel;31.34;9992;66459;7,226366;49,284514;Saarland
Mandelbachtal;57.71;10458;66399;7,142743;49,197062;Saarland
St. Ingbert;49.95;34971;66386;7,115276;49,27897;Saarland
Freisen;48.09;7789;66629;7,248603;49,552395;Saarland
Marpingen;39.83;9962;66646;7,057295;49,451724;Saarland
Namborn;25.98;6928;66640;7,140686;49,521212;Saarland
Nohfelden;100.82;9826;66625;7,143099;49,586753;Saarland
Nonnweiler;66.81;8458;66620;6,970552;49,606237;Saarland
Oberthal;23.87;5953;66649;7,089249;49,511195;Saarland
St. Wendel;113.53;25337;66606;7,173032;49,468359;Saarland
Tholey;57.55;11917;66636;7,037625;49,483965;Saarland
Berlin;891.12;3677472;10178;13,405538;52,51767;Berlin
Brandenburg an der Havel;229.72;72461;14770;12,563364;52,408651;Brandenburg
Cottbus/Chóśebuz;165.62;98359;03046;14,335117;51,759345;Brandenburg
Frankfurt (Oder);147.85;56679;15230;14,550979;52,341757;Brandenburg
Potsdam;188.24;183154;14469;13,05358;52,400355;Brandenburg
Ahrensfelde;57.93;14011;16356;13,57961;52,576115;Brandenburg
Bernau bei Berlin;104.17;42054;16321;13,587912;52,678368;Brandenburg
Eberswalde;93.62;41103;16225;13,820369;52,834577;Brandenburg
Panketal;25.86;20658;16341;13,543257;52,654626;Brandenburg
Schorfheide;238.18;10190;16244;13,682846;52,850132;Brandenburg
Wandlitz;162.83;23657;16348;13,449752;52,752045;Brandenburg
Werneuchen;117.02;9261;16356;13,730878;52,630925;Brandenburg
Biesenthal;60.92;6101;16359;13,63123;52,765802;Brandenburg
Breydin;35.32;803;16230;13,836028;52,777824;Brandenburg
Marienwerder;40.32;1696;16348;13,599177;52,842116;Brandenburg
Melchow;16.59;1009;16230;13,702863;52,775711;Brandenburg
Rüdnitz;13.92;2029;16321;13,62511;52,721251;Brandenburg
Sydower Fließ;32.39;973;16230;13,719273;52,7089;Brandenburg
Althüttendorf;18.79;628;16247;13,806665;52,962341;Brandenburg
Friedrichswalde;45.08;808;16247;13,707059;53,028652;Brandenburg
Joachimsthal;121.68;3388;16247;13,744797;52,97943;Brandenburg
Ziethen;24.35;456;16247;13,894945;52,95847;Brandenburg
Britz;15.5;2113;16230;13,81107;52,887165;Brandenburg
Chorin;122.06;2340;16230;13,87165;52,90212;Brandenburg
Hohenfinow;21.84;520;16248;13,925103;52,809713;Brandenburg
Liepe;10.85;633;16248;13,968217;52,861098;Brandenburg
Lunow-Stolzenhagen;33.91;1159;16248;14,119319;52,922391;Brandenburg
Niederfinow;13.29;609;16248;13,928078;52,833886;Brandenburg
Oderberg;36.12;2117;16248;14,044652;52,866613;Brandenburg
Parsteinsee;17.06;519;16248;14,07355;52,932981;Brandenburg
Bestensee;38.05;8752;15741;13,632815;52,243008;Brandenburg
Eichwalde;2.79;6453;15732;13,622166;52,37158;Brandenburg
Heidesee;135.67;7120;15754;13,790831;52,293584;Brandenburg
Heideblick;166.57;3514;15926;13,642563;51,832852;Brandenburg
Königs Wusterhausen;96.04;38283;15711;13,624464;52,299444;Brandenburg
Lübben (Spreewald) / Lubin (Błota);120.85;13937;15907;13,896595;51,942032;Brandenburg
Luckau;207.44;9466;15926;13,715887;51,852659;Brandenburg
Märkische Heide/Markojska Góla;211.55;3915;15913;14,037763;52,038253;Brandenburg
Mittenwalde;99.13;9515;15749;13,536256;52,264886;Brandenburg
Schönefeld;81.62;18499;12529;13,506629;52,387554;Brandenburg
Schulzendorf;9.1;9327;15732;13,596432;52,357838;Brandenburg
Wildau;9.11;10848;15745;13,636571;52,321356;Brandenburg
Zeuthen;12.68;11358;15738;13,630155;52,353337;Brandenburg
Groß Köris;69.02;2366;15746;13,655728;52,159665;Brandenburg
Halbe;78.02;2440;15757;13,698782;52,10614;Brandenburg
Märkisch Buchholz;24.86;841;15748;13,761856;52,109763;Brandenburg
Münchehofe;62.32;478;15748;13,836398;52,147148;Brandenburg
Schwerin;6.71;917;15755;13,637041;52,152793;Brandenburg
Teupitz;48.15;1878;15755;13,610567;52,136218;Brandenburg
Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch;33.31;461;15913;14,016045;51,917765;Brandenburg
Byhleguhre-Byhlen/Beła Góra-Bělin;35.81;753;15913;14,172163;51,879267;Brandenburg
Jamlitz;43.43;506;15868;14,354101;51,991607;Brandenburg
Lieberose;73.03;1340;15868;14,30064;51,988274;Brandenburg
Neu Zauche/Nowa Niwa;39.04;1070;15913;14,090753;51,92858;Brandenburg
Schwielochsee/Gójacki Jazor;131.41;1486;15913;14,174865;52,019648;Brandenburg
Spreewaldheide/Błośańska Góla;36.16;451;15913;14,168133;51,930504;Brandenburg
Straupitz (Spreewald)/Tšupc (Błota);21.71;926;15913;14,120032;51,912102;Brandenburg
Bersteland;29.52;878;15910;13,744925;51,96523;Brandenburg
Drahnsdorf;26.93;683;15938;13,576087;51,91603;Brandenburg
Golßen;63.68;2484;15938;13,602979;51,970422;Brandenburg
Kasel-Golzig;34.35;660;15938;13,698458;51,934426;Brandenburg
Krausnick-Groß Wasserburg;54.79;611;15910;13,829042;52,031752;Brandenburg
Rietzneuendorf-Staakow;28.11;602;15910;13,666971;52,010784;Brandenburg
Schlepzig/Słopišća;30.65;601;15910;13,895191;52,028481;Brandenburg
Schönwald;44.93;1181;15910;13,764921;51,977766;Brandenburg
Steinreich;41.96;445;15938;13,442532;51,941927;Brandenburg
Unterspreewald;26.02;789;15910;13,902915;52,108315;Brandenburg
Doberlug-Kirchhain;150.36;8633;03253;13,561167;51,635945;Brandenburg
Elsterwerda;40.58;7805;04910;13,520152;51,460775;Brandenburg
Finsterwalde;77.52;15748;03238;13,707896;51,629598;Brandenburg
Herzberg (Elster);149.01;8711;04916;13,23544;51,69229;Brandenburg
Röderland;46.2;3739;04932;13,493509;51,429725;Brandenburg
Schönewalde;156.18;3034;04916;13,228504;51,814067;Brandenburg
Sonnewalde;119.29;3153;03249;13,644831;51,695472;Brandenburg
Bad Liebenwerda;138.88;9242;04924;13,394139;51,515956;Brandenburg
Falkenberg/Elster;82.16;6296;04895;13,236202;51,587007;Brandenburg
Mühlberg/Elbe;89.2;3534;04931;13,220314;51,434662;Brandenburg
Uebigau-Wahrenbrück;135.61;5178;04938;13,299497;51,59403;Brandenburg
Heideland;31.74;482;03238;13,670059;51,603797;Brandenburg
Rückersdorf;24.71;1339;03238;13,563897;51,575187;Brandenburg
Schilda;8.69;424;03253;13,387897;51,606556;Brandenburg
Schönborn;38.83;1490;03253;13,496651;51,596921;Brandenburg
Tröbitz;10.59;673;03253;13,429498;51,596654;Brandenburg
Crinitz;21.95;1165;03246;13,758335;51,737593;Brandenburg
Lichterfeld-Schacksdorf;40.26;943;03238;13,760694;51,61528;Brandenburg
Massen-Niederlausitz;76.08;1864;03238;13,732237;51,642931;Brandenburg
Sallgast;42.23;1412;03238;13,848571;51,588502;Brandenburg
Gorden-Staupitz;28.51;935;03238;13,623827;51,534994;Brandenburg
Hohenleipisch;35.06;1930;04934;13,558446;51,497262;Brandenburg
Plessa;52.74;2568;04928;13,619668;51,463914;Brandenburg
Schraden;16.49;487;04928;13,694503;51,425191;Brandenburg
Fichtwald;31.76;603;04936;13,471073;51,697732;Brandenburg
Hohenbucko;43.04;614;04936;13,47168;51,763612;Brandenburg
Kremitzaue;23.59;778;04936;13,315825;51,725756;Brandenburg
Lebusa;33.79;791;04936;13,416883;51,797024;Brandenburg
Schlieben;78.65;2393;04936;13,384798;51,722303;Brandenburg
Gröden;22.14;1330;04932;13,573783;51,405884;Brandenburg
Großthiemig;20.1;1004;04932;13,67473;51,381269;Brandenburg
Hirschfeld;20.46;1219;04932;13,616906;51,386942;Brandenburg
Merzdorf;12.78;800;04932;13,535293;51,402367;Brandenburg
Brieselang;44.26;12735;14656;12,997668;52,581603;Brandenburg
Dallgow-Döberitz;66.55;10415;14624;13,082659;52,535741;Brandenburg
Falkensee;43.34;44280;14612;13,095729;52,562932;Brandenburg
Ketzin/Havel;93.64;6609;14669;12,843529;52,477436;Brandenburg
Milower Land;161.33;4355;14715;12,311809;52,522804;Brandenburg
Nauen;268.14;18854;14641;12,876378;52,607013;Brandenburg
Premnitz;46.27;8290;14727;12,337104;52,530804;Brandenburg
Rathenow;113.1;24063;14712;12,338699;52,606376;Brandenburg
Schönwalde-Glien;97.35;10190;14621;13,129571;52,599887;Brandenburg
Wustermark;52.88;10401;14641;12,942829;52,545674;Brandenburg
Friesack;84.01;2520;14662;12,579825;52,73771;Brandenburg
Wiesenaue;46.94;783;14662;12,62743;52,727519;Brandenburg
Mühlenberge;39.62;742;14662;12,640341;52,672338;Brandenburg
Paulinenaue;31.59;1370;14641;12,710464;52,675763;Brandenburg
Pessin;20.4;657;14641;12,666402;52,642745;Brandenburg
Retzow;14.84;521;14641;12,685425;52,624672;Brandenburg
Kotzen;42.87;614;14715;12,520248;52,637012;Brandenburg
